Customer_ID,Last_Purchase_Date,Days_Since_Last_Purchase,Churn,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Total_Revenue,Avg_Order_Value,Total_Orders,Avg_Basket_Size,Monthly_Spend,CLV,Repeat_Purchase_Rate,Weekend_Ratio,Quarterly_Spend,Customer_Age,Loyalty_Score,Gender_Female,Gender_Male,Gender_Other,Country_Australia,Country_Canada,Country_France,Country_Germany,Country_India,Country_UAE,Country_UK,Country_USA,Preferred_Category_Beauty,Preferred_Category_Books,Preferred_Category_Clothing,Preferred_Category_Electronics,Preferred_Category_Grocery,Preferred_Category_Home & Kitchen,Preferred_Category_Sports,Preferred_Category_Toys,Preferred_Payment_COD,Preferred_Payment_Credit Card,Preferred_Payment_Debit Card,Preferred_Payment_Net Banking,Preferred_Payment_UPI,Preferred_Payment_Wallet,Cluster,Segment,PCA1,PCA2
C01435,2023-07-12,538,1,538,1,2656.48,1,1,1,3,2656.48,2656.48,1,4.0,148.13085501858737,221.3733333333333,0,0.0,,27.0,3.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,Lost Customers,-3.30916556574268,-0.23221654630407357
C01436,2024-06-30,184,1,184,2,1615.01,1,1,1,3,1615.01,807.505,2,2.5,142.50088235294118,134.58416666666665,1,0.5,,24.0,3.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3,New Customers,-2.1577516509069428,-0.45789466226414216
C01437,2024-12-29,2,0,2,16,26816.8378,5,4,4,13,26816.8378,1676.0523624999998,16,4.8125,9464.76628235294,2234.736483333333,1,0.5,26816.8378,50.0,9.2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2,At-Risk Customers,1.3107588089053266,2.592770544991953
C01438,2024-12-19,12,0,12,10,22370.2,3,3,4,10,22370.2,2237.02,10,5.5,7713.862068965516,1864.1833333333332,1,0.5,22370.2,40.0,1.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,Loyal Customers,0.44336218434151164,-1.5039289372852223
C01439,2024-12-18,13,0,13,14,26376.0656,3,4,4,11,26376.0656,1884.0046857142856,14,4.428571428571429,9095.195034482758,2198.005466666667,1,0.1428571428571428,26376.0656,38.0,4.6,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,4,Loyal Customers,1.0529896898096855,0.28837259981350777
C01440,2024-12-28,3,0,3,19,32192.4,4,5,4,13,32192.4,1694.336842105263,19,5.631578947368421,11229.906976744183,2682.7,1,0.5263157894736842,32192.4,36.0,4.5,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,VIP Customers,1.8668055184680474,0.22125485503581002
C01441,2024-12-24,7,0,7,6,20047.9226,3,3,3,9,20047.9226,3341.320433333333,6,6.166666666666667,10369.615137931036,1670.6602166666664,1,0.1666666666666666,20047.9226,65.0,4.3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4,Loyal Customers,0.028329659092028076,0.15970607496488076
C01442,2024-12-08,23,0,23,7,19882.26,2,3,3,8,19882.26,2840.3228571428576,7,5.0,7550.225316455696,1656.8550000000005,1,0.2857142857142857,19882.26,36.0,4.3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,Loyal Customers,0.03889851887058492,0.1581857781014821
C01443,2024-12-04,27,0,27,7,16584.84,2,3,3,8,16584.84,2369.262857142857,7,7.0,7107.788571428571,1382.0700000000002,1,0.2857142857142857,16584.84,53.0,6.6,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2,At-Risk Customers,-0.18555917673405903,1.318719574172306
C01444,2024-11-27,34,0,34,5,9935.3,2,2,2,6,9935.3,1987.06,5,4.2,3465.802325581395,827.9416666666667,1,0.4,9935.3,46.0,3.7,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,New Customers,-0.8523228461269785,-0.11872438065254227
C01445,2024-12-31,0,0,0,23,48236.66,5,5,5,15,48236.66,2097.2460869565216,23,5.0,17647.558536585366,4019.7216666666654,1,0.2608695652173913,48236.66,35.0,4.8,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,VIP Customers,3.3077649627443075,0.33145726408746884
C01446,2024-11-28,33,0,33,5,7351.23,2,2,2,6,7351.23,1470.246,5,4.2,2791.606329113924,612.6025,1,0.4,7351.23,19.0,0.3,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,New Customers,-1.0621579742933869,-1.8174022922879451
C01447,2024-09-24,98,1,98,5,13468.3026,2,2,3,7,13468.3026,2693.66052,5,6.6,753.8229067164178,1122.35855,1,0.0,,18.0,2.2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3,New Customers,-0.8258200804227842,-0.883198906771786
C01448,2024-01-17,349,1,349,1,6528.702599999999,1,1,2,4,6528.702599999999,6528.702599999999,1,9.0,561.2065272206303,544.0585499999999,0,0.0,,64.0,4.4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,Lost Customers,-2.4114683884811994,0.22261194029976586
C01449,2024-01-18,348,1,348,1,919.0,1,1,1,3,919.0,919.0,1,5.0,79.22413793103449,76.58333333333333,0,0.0,,22.0,1.9,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,Lost Customers,-2.8263202544832065,-1.0178340254021996
C01450,2024-12-30,1,0,1,15,24241.58,5,4,4,13,24241.58,1616.1053333333334,15,4.733333333333333,9444.771428571428,2020.131666666667,1,0.0666666666666666,24241.58,37.0,5.1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4,Loyal Customers,1.0207202837738334,0.5439453379446373
C01451,2024-07-07,177,1,177,2,7480.93,1,1,2,4,7480.93,3740.465,2,8.0,1253.7871508379887,623.4108333333334,1,0.5,,28.0,5.1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2,At-Risk Customers,-1.7023901675628315,0.5819356787981882
C01452,2024-08-19,134,1,134,1,1938.09,2,1,1,4,1938.09,1938.09,1,7.0,433.9007462686567,161.5075,0,0.0,,59.0,5.1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,At-Risk Customers,-2.0271588359209947,0.5984238213286689
C01453,2024-04-10,265,1,265,2,2661.16,1,1,1,3,2661.16,1330.58,2,5.5,243.39878048780488,221.7633333333333,1,0.0,,19.0,3.2,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,Lost Customers,-2.346466595828997,-0.36539915597117223
C01454,2024-09-01,121,1,121,5,7560.329999999999,2,2,2,6,7560.329999999999,1512.0659999999998,5,4.4,508.5423766816143,630.0274999999999,1,0.4,,20.0,3.3,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3,New Customers,-1.3071739989108007,-0.31955929629861646
C01455,2024-12-28,3,0,3,10,19629.46,4,3,3,10,19629.46,1962.946,10,5.3,8178.941666666668,1635.7883333333334,1,0.3,19629.46,40.0,1.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4,Loyal Customers,0.2795803792652915,-1.4970052044310451
C01456,2024-12-21,10,0,10,9,13140.9378,3,3,3,9,13140.9378,1460.1042,9,4.111111111111111,5119.845896103896,1095.07815,1,0.3333333333333333,13140.9378,29.0,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,New Customers,-0.24760887867112452,0.022509486733904766
C01457,2023-09-02,486,1,486,1,364.02,1,1,1,3,364.02,364.02,1,2.0,22.47037037037037,30.335,0,1.0,,37.0,5.6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,Lost Customers,-3.2819257124013617,0.8294301253705568
C01458,2024-08-01,152,1,152,2,980.92,2,1,1,4,980.92,490.46,2,2.5,64.1124183006536,81.74333333333334,1,0.0,,22.0,4.0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3,New Customers,-2.0889212517239453,0.047074551644987445
C01459,2024-06-16,198,1,198,5,9659.61,1,2,2,5,9659.61,1931.922,5,3.8,578.419760479042,804.9675000000001,1,0.2,,54.0,4.7,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2,At-Risk Customers,-1.3976841338581047,0.37243221116023384
C01460,2024-12-15,16,0,16,7,7052.74,3,3,2,8,7052.74,1007.5342857142856,7,5.142857142857143,2644.7775000000006,587.7283333333334,1,0.4285714285714285,7052.74,55.0,0.8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,3,New Customers,-0.8742861682467554,-1.5665797556487453
C01461,2024-12-30,1,0,1,19,37998.71,5,5,5,15,37998.71,1999.9321052631576,19,4.947368421052632,14429.889873417718,3166.5591666666664,1,0.1578947368421052,37998.71,47.0,6.0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1,VIP Customers,2.2961841677989114,0.960060395891967
C01462,2024-12-30,1,0,1,23,51104.1326,5,5,5,15,51104.1326,2221.918808695652,23,5.086956521739131,18696.63387804877,4258.677716666666,1,0.3043478260869565,51104.1326,26.0,3.3,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,VIP Customers,3.4929038669474552,-0.42730695832409654
C01463,2024-08-22,131,1,131,5,12593.63,2,2,3,7,12593.63,2518.726,5,5.0,1394.128782287823,1049.4691666666668,1,0.2,,51.0,3.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3,New Customers,-0.9878291678306914,-0.4822576354442401
C01464,2024-05-19,226,1,226,4,12683.6426,1,2,3,6,12683.6426,3170.91065,4,7.75,823.6131558441558,1056.9702166666666,1,0.5,,61.0,6.7,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,At-Risk Customers,-1.3321370283566152,1.3672089723496545
C01465,2024-12-24,7,0,7,22,51768.7,3,5,5,13,51768.7,2353.122727272727,22,6.0,18271.305882352943,4314.0583333333325,1,0.4090909090909091,51768.7,52.0,4.1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,VIP Customers,3.4530114997533934,-0.02728777109807721
C01466,2024-09-08,114,1,114,5,6779.64,2,2,2,6,6779.64,1355.928,5,4.2,383.0305084745763,564.97,1,0.4,,69.0,7.9,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,At-Risk Customers,-1.2974197228489635,1.98907908627979
C01467,2024-12-16,15,0,15,10,24001.75,3,3,4,10,24001.75,2400.175,10,5.2,8471.205882352942,2000.1458333333333,1,0.5,24001.75,39.0,3.2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4,Loyal Customers,0.5686076336909918,-0.4048468004880241
C01468,2024-12-31,0,0,0,22,40495.9078,5,5,5,15,40495.9078,1840.7230818181815,22,4.363636363636363,13964.106137931036,3374.6589833333333,1,0.2272727272727272,40495.9078,61.0,4.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,VIP Customers,2.6805260184627806,-0.05093734445280649
C01469,2024-12-31,0,0,0,15,35421.45,5,4,5,14,35421.45,2361.43,15,5.333333333333333,12075.494318181818,2951.7875,1,0.5333333333333333,35421.45,41.0,4.5,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,VIP Customers,1.8063761888046503,0.21736975337206846
C01470,2024-07-26,158,1,158,4,2840.09,2,2,1,5,2840.09,710.0225,4,2.5,184.42142857142852,236.67416666666668,1,0.25,,34.0,3.3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3,New Customers,-1.8349722235588006,-0.3102703476142291
C01471,2023-11-16,411,1,411,2,2537.44,1,1,1,3,2537.44,1268.72,2,2.5,147.2402321083172,211.4533333333333,1,0.0,,27.0,1.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,Lost Customers,-2.8470064459460973,-1.2271411393636973
C01472,2024-12-13,18,0,18,6,10435.0978,3,3,2,8,10435.0978,1739.1829666666663,6,5.0,3817.718707317073,869.5914833333333,1,0.1666666666666666,10435.0978,47.0,2.7,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,New Customers,-0.6995740897636985,-0.6210462522567177
C01473,2024-12-26,5,0,5,10,14361.1678,4,3,3,10,14361.1678,1436.1167799999998,10,4.1,5128.9885,1196.7639833333333,1,0.4,14361.1678,63.0,1.3,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3,New Customers,-0.09547464083018939,-1.3345593568532832
C01474,2024-12-30,1,0,1,18,37714.99,5,5,5,15,37714.99,2095.277222222222,18,5.666666666666667,13631.92409638554,3142.915833333333,1,0.2222222222222222,37714.99,40.0,2.4,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,VIP Customers,2.1689293754192107,-0.8434288371193981
C01475,2024-11-28,33,0,33,4,8372.02,2,2,2,6,8372.02,2093.005,4,4.5,3864.009230769231,697.6683333333333,1,0.5,8372.02,49.0,2.8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3,New Customers,-1.0418747377877209,-0.5654530324835748
C01476,2024-07-23,161,1,161,4,9847.72,2,2,2,6,9847.72,2461.9300000000003,4,5.75,625.9144067796611,820.6433333333334,1,0.25,,34.0,5.1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,At-Risk Customers,-1.334512358389135,0.575846065236817
C01477,2024-08-01,152,1,152,2,1384.52,2,1,1,4,1384.52,692.26,2,5.0,80.03005780346821,115.37666666666668,1,0.0,,67.0,8.4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,At-Risk Customers,-2.0203688415693826,2.252237983203767
C01478,2024-12-22,9,0,9,16,37395.4226,3,4,5,12,37395.4226,2337.2139125,16,6.0625,12748.439522727273,3116.285216666666,1,0.3125,37395.4226,68.0,4.6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,VIP Customers,1.9914775423510853,0.2615120217577667
C01479,2024-11-29,32,0,32,6,18386.4,2,3,3,8,18386.4,3064.4,6,5.833333333333333,7071.692307692308,1532.2,1,0.1666666666666666,18386.4,34.0,1.7,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3,New Customers,-0.19402419160837642,-1.1417160027256992
C01480,2024-12-29,2,0,2,3,7103.73,5,1,2,8,7103.73,2367.91,3,5.333333333333333,5464.407692307692,591.9775,1,0.3333333333333333,7103.73,31.0,6.8,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,At-Risk Customers,-1.0680953715094634,1.4459126596464493
C01481,2024-12-28,3,0,3,21,38179.96,4,5,5,14,38179.96,1818.0933333333328,21,5.142857142857143,16362.839999999998,3181.663333333333,1,0.238095238095238,38179.96,26.0,4.4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,VIP Customers,2.436733180383676,0.15560752216776882
C01482,2023-12-04,393,1,393,1,117.15,1,1,1,3,117.15,117.15,1,1.0,8.942748091603054,9.7625,0,0.0,,57.0,0.8,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,Lost Customers,-3.0396676034151677,-1.5704879129853095
C01483,2024-12-30,1,0,1,12,31117.82,5,4,4,13,31117.82,2593.151666666666,12,5.5,11525.118518518517,2593.151666666666,1,0.0833333333333333,31117.82,19.0,9.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,2,At-Risk Customers,1.3220800139908921,2.736693782477407
C01484,2024-07-15,169,1,169,5,11677.74,2,2,3,7,11677.74,2335.548,5,4.6,649.9669758812616,973.145,1,0.2,,62.0,4.7,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,At-Risk Customers,-1.160851041169218,0.3696942864202481
C01485,2024-12-31,0,0,0,15,36153.05,5,4,5,14,36153.05,2410.2033333333334,15,5.533333333333333,13905.019230769232,3012.7541666666666,1,0.3333333333333333,36153.05,42.0,4.7,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,VIP Customers,1.859756373638615,0.31595778289683796
C01486,2024-09-02,120,1,120,2,2987.17,2,1,1,4,2987.17,1493.585,2,5.5,324.69239130434784,248.9308333333333,1,0.5,,56.0,1.9,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3,New Customers,-1.862281331018266,-1.008346271644871
C01487,2024-12-29,2,0,2,18,38517.9,5,5,5,15,38517.9,2139.883333333333,18,4.833333333333333,13756.39285714286,3209.825,1,0.4444444444444444,38517.9,26.0,4.9,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,VIP Customers,2.245039029920759,0.4081144435603892
C01489,2024-08-20,133,1,133,5,11773.97,2,2,3,7,11773.97,2354.794,5,4.2,685.8623300970874,981.1641666666668,1,0.2,,60.0,5.2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2,At-Risk Customers,-1.0320618372901744,0.6225497960540118
C01490,2024-12-30,1,0,1,13,20185.22,5,4,3,12,20185.22,1552.7092307692308,13,4.6923076923076925,7124.195294117647,1682.1016666666665,1,0.2307692307692307,20185.22,63.0,2.2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4,Loyal Customers,0.5595395285081259,-0.8990216660687249
C01491,2024-12-30,1,0,1,18,36478.1056,5,5,5,15,36478.1056,2026.5614222222223,18,5.166666666666667,13184.857445783136,3039.842133333333,1,0.3333333333333333,36478.1056,21.0,3.9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1,VIP Customers,2.0954380850563936,-0.0884953615575258
C01492,2023-10-17,441,1,441,1,607.66,1,1,1,3,607.66,607.66,1,2.0,41.3374149659864,50.63833333333333,0,0.0,,43.0,5.3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,Lost Customers,-3.1206785973075,0.6814333519186236
C01493,2024-12-28,3,0,3,4,4124.05,4,2,1,7,4124.05,1031.0125,4,2.5,2096.974576271187,343.6708333333333,1,0.5,4124.05,46.0,3.6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,New Customers,-1.2360683011132085,-0.15255010644883393
C01494,2024-12-31,0,0,0,10,24180.24,5,3,4,12,24180.24,2418.0240000000003,10,6.3,10826.973134328358,2015.0200000000004,1,0.4,24180.24,62.0,4.6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,Loyal Customers,0.6428858040052698,0.29767427487886355
C01495,2024-05-26,219,1,219,3,6554.200000000001,1,1,2,4,6554.200000000001,2184.7333333333336,3,4.333333333333333,422.8516129032258,546.1833333333334,1,1.0,,51.0,1.2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,3,New Customers,-1.8658318690170388,-1.374952662006132
C01496,2024-12-21,10,0,10,6,13438.03,3,3,3,9,13438.03,2239.6716666666666,6,4.166666666666667,5304.48552631579,1119.8358333333333,1,0.3333333333333333,13438.03,40.0,1.6,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3,New Customers,-0.47188032359473403,-1.178972837579555
C01497,2024-12-25,6,0,6,5,8925.93,4,2,2,8,8925.93,1785.186,5,5.2,3937.910294117648,743.8275000000001,1,0.0,8925.93,54.0,4.4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,2,At-Risk Customers,-0.825723768927348,0.23643064567038277
C01498,2024-07-25,159,1,159,4,7044.71,2,2,2,6,7044.71,1761.1775,4,3.75,453.5221030042919,587.0591666666667,1,0.25,,28.0,1.5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,New Customers,-1.5583372239949143,-1.2225371895227546
C01499,2024-12-29,2,0,2,21,45847.32,5,5,5,15,45847.32,2183.2057142857143,21,5.666666666666667,19372.10704225352,3820.61,1,0.1904761904761904,45847.32,23.0,6.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,VIP Customers,2.999470005050028,1.1908814204112446
C01500,2024-12-16,15,0,15,4,8394.73,3,2,2,7,8394.73,2098.6825,4,5.0,4497.176785714285,699.5608333333332,1,0.0,8394.73,35.0,3.0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,New Customers,-0.9797262624569004,-0.4640358895900143
C01501,2024-12-28,3,0,3,14,29888.53,4,4,4,12,29888.53,2134.895,14,4.642857142857143,10306.389655172414,2490.710833333333,1,0.5714285714285714,29888.53,38.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,Loyal Customers,1.3185580115138917,-0.5212904648031667
C01502,2024-07-16,168,1,168,3,6388.85,2,1,2,5,6388.85,2129.616666666667,3,5.0,424.0387168141593,532.4041666666667,1,0.0,,59.0,4.4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,3,New Customers,-1.6819262107217212,0.23324075911959144
C01503,2024-12-26,5,0,5,18,23185.18,4,5,4,13,23185.18,1288.0655555555556,18,4.055555555555555,8804.498734177216,1932.0983333333331,1,0.2222222222222222,23185.18,53.0,3.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4,Loyal Customers,1.1374104658786024,-0.5093180876071909
C01504,2024-07-14,170,1,170,1,5762.25,2,1,2,5,5762.25,5762.25,1,9.0,1016.8676470588234,480.1875,0,1.0,,58.0,2.4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,New Customers,-1.8997270520454355,-0.7665301951414623
C01505,2024-12-25,6,0,6,10,21942.52,4,3,4,11,21942.52,2194.252,10,5.5,7566.386206896551,1828.5433333333333,1,0.4,21942.52,55.0,6.2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,At-Risk Customers,0.48020069235481133,1.1046593747539801
C01506,2023-12-29,368,1,368,5,10120.070000000002,1,2,2,5,10120.070000000002,2024.0140000000004,5,3.4,591.8169590643275,843.3391666666669,1,0.6,,51.0,4.7,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,Lost Customers,-1.9198586654065506,0.3601064915079056
C01507,2024-12-18,13,0,13,11,25532.43,3,3,4,10,25532.43,2321.13,11,5.0,8906.661627906979,2127.7025,1,0.1818181818181818,25532.43,34.0,7.2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2,At-Risk Customers,0.7939090105804122,1.5964502211176328
C01508,2024-09-21,101,1,101,3,8234.59,2,1,2,5,8234.59,2744.863333333333,3,7.0,1235.1885,686.2158333333333,1,0.3333333333333333,,54.0,8.8,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2,At-Risk Customers,-1.2931568789676515,2.439513576335398
C01509,2024-12-26,5,0,5,8,16389.34,4,3,3,10,16389.34,2048.6675,8,4.75,6303.592307692307,1365.7783333333332,1,0.375,16389.34,42.0,5.3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,At-Risk Customers,-0.06496896498895804,0.6679848414871898
C01510,2024-12-31,0,0,0,13,24359.7778,5,4,4,13,24359.7778,1873.8290615384608,13,4.230769230769231,8597.568635294117,2029.9814833333328,1,0.3076923076923077,24359.7778,55.0,5.3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,Loyal Customers,0.8852490339600637,0.6457012477613021
C01511,2024-12-31,0,0,0,20,35641.18,5,5,5,15,35641.18,1782.059,20,5.6,12290.062068965515,2970.0983333333334,1,0.35,35641.18,29.0,3.2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,VIP Customers,2.1822264823122093,-0.43915209928280713
C01512,2024-12-25,6,0,6,9,18724.68,4,3,3,10,18724.68,2080.52,9,4.333333333333333,10213.46181818182,1560.39,1,0.3333333333333333,18724.68,40.0,6.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2,At-Risk Customers,0.177168019754071,1.012654003710163
C01513,2024-12-22,9,0,9,11,28787.94,3,3,4,10,28787.94,2617.085454545455,11,5.363636363636363,9926.875862068966,2398.9950000000003,1,0.2727272727272727,28787.94,59.0,6.5,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4,Loyal Customers,1.0299987283402021,1.2382296223582268
C01514,2024-06-02,212,1,212,2,1166.8,1,1,1,3,1166.8,583.4,2,3.5,90.2164948453608,97.23333333333332,1,1.0,,39.0,2.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,3,New Customers,-2.288891861866252,-0.9099616672816843
C01515,2024-07-11,173,1,173,3,4614.860000000001,1,1,1,3,4614.860000000001,1538.2866666666669,3,4.666666666666667,293.317372881356,384.5716666666667,1,0.3333333333333333,,38.0,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,3,New Customers,-1.845132762722578,-0.9663195932138956
C01516,2024-12-27,4,0,4,23,54130.67,4,5,5,14,54130.67,2353.507391304348,23,4.869565217391305,18453.6375,4510.889166666667,1,0.2608695652173913,54130.67,44.0,1.3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,VIP Customers,3.678169366074523,-1.4372635491587646
C01517,2024-12-20,11,0,11,11,22024.28,3,3,4,10,22024.28,2002.2072727272723,11,6.818181818181818,8693.794736842105,1835.3566666666663,1,0.1818181818181818,22024.28,48.0,4.3,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4,Loyal Customers,0.5267729734623346,0.1506645972823752
